Stichdatum;PLZ;Geschlecht;Nachname;Anzahl;Rang;ORTBEZ18
2022-07-01;3933;w;Summermatter;9;5;Staldenried
2022-07-01;3933;m;Summermatter;6;5;Staldenried
2022-07-01;3933;m;Müller;6;5;Staldenried
2022-07-01;3934;w;Heldner;9;4;Zeneggen
2022-07-01;3934;m;Andres;13;3;Zeneggen
2022-07-01;3934;m;Schaller;8;5;Zeneggen
2022-07-01;3935;w;Lehner;49;2;Bürchen
2022-07-01;3935;w;Werlen;37;3;Bürchen
2022-07-01;3935;w;Gattlen;27;5;Bürchen
2022-07-01;3935;m;Zenhäusern;89;1;Bürchen
2022-07-01;3937;w;Margelist;27;1;Baltschieder
2022-07-01;3937;m;Margelist;43;1;Baltschieder
2022-07-01;3937;m;Wenger;22;2;Baltschieder
2022-07-01;3937;m;Millius;21;3;Baltschieder
2022-07-01;3937;m;Kalbermatter;17;5;Baltschieder
2022-07-01;3938;w;Schmid;100;1;Ausserberg
2022-07-01;3938;m;Heynen;36;2;Ausserberg
2022-07-01;3938;m;Theler;30;3;Ausserberg
2022-07-01;3938;m;Leiggener;22;4;Ausserberg
2022-07-01;3939;w;In;10;4;Eggerberg
2022-07-01;3939;m;In;15;4;Eggerberg
2022-07-01;3939;m;Bittel;10;5;Eggerberg
2022-07-01;3940;w;Bregy;51;1;Steg VS
2022-07-01;3940;w;Zengaffinen;38;2;Steg VS
2022-07-01;3940;w;Kalbermatter;33;3;Steg VS
2022-07-01;3940;w;Steiner;29;4;Steg VS
2022-07-01;3942;w;Troger;34;5;St. German/Niedergesteln/Raron
2022-07-01;3943;w;Pfammatter;34;2;Eischoll
2022-07-01;3943;w;Sterren;15;4;Eischoll
2022-07-01;3943;w;Bayard;15;4;Eischoll
2022-07-01;3943;m;Pfammatter;43;2;Eischoll
2022-07-01;3944;w;Zenhäusern;33;1;Unterbäch VS
2022-07-01;3945;w;Schnyder;96;1;Gampel/Niedergampel
2022-07-01;3945;w;Hildbrand;71;2;Gampel/Niedergampel
2022-07-01;3945;m;Steiner;34;3;Gampel/Niedergampel
2022-07-01;3946;m;Kalbermatter;19;4;Turtmann/Gruben
2022-07-01;3947;w;Locher;15;2;Ergisch
2022-07-01;3947;w;n/a;3;5;Ergisch
2022-07-01;3947;m;Eggs;18;1;Ergisch
2022-07-01;3948;w;Bregy;16;2;Oberems/Unterems
2022-07-01;3948;w;Zeiter;7;5;Oberems/Unterems
2022-07-01;3948;m;Tscherrig;9;4;Oberems/Unterems
2022-07-01;3949;w;Imboden;12;2;Hohtenn
2022-07-01;3949;m;Imsand;7;4;Hohtenn
2022-07-01;3949;m;n/a;5;5;Hohtenn
2022-07-01;3951;m;Mathieu;24;1;Agarn
2022-07-01;3951;m;Meichtry;18;2;Agarn
2022-07-01;3951;m;Lötscher;17;4;Agarn
2022-07-01;3951;m;Fussen;13;5;Agarn
2022-07-01;3952;w;Grand;65;1;Susten
2022-07-01;3952;w;Mathieu;43;2;Susten
2022-07-01;3952;w;Lötscher;34;5;Susten
2022-07-01;3952;m;Schnyder;42;2;Susten
2022-07-01;3952;m;Locher;41;3;Susten
2022-07-01;3952;m;Meichtry;39;4;Susten
2022-07-01;3952;m;Mathieu;35;5;Susten
2022-07-01;3953;w;Bayard;41;1;Inden/Varen/Leuk Stadt
2022-07-01;3953;w;Grand;38;2;Inden/Varen/Leuk Stadt
2022-07-01;3953;w;Varonier;30;4;Inden/Varen/Leuk Stadt
2022-07-01;3953;w;Meichtry;27;5;Inden/Varen/Leuk Stadt
2022-07-01;3953;m;Loretan;44;2;Inden/Varen/Leuk Stadt
2022-07-01;3953;m;Varonier;40;3;Inden/Varen/Leuk Stadt
2022-07-01;3953;m;Kuonen;39;4;Inden/Varen/Leuk Stadt
2022-07-01;3954;w;Loretan;77;1;Leukerbad
2022-07-01;3954;w;Roten;20;3;Leukerbad
2022-07-01;3954;m;John;13;4;Leukerbad
2022-07-01;3955;w;Briand;13;2;Albinen
2022-07-01;3955;w;Grand;6;4;Albinen
2022-07-01;3955;m;Mathieu;33;1;Albinen
2022-07-01;3955;m;Briand;16;2;Albinen
2022-07-01;3955;m;Hermann;9;3;Albinen
2022-07-01;3955;m;Metry;8;4;Albinen
2022-07-01;3955;m;n/a;4;5;Albinen
2022-07-01;3956;w;Kuonen;52;1;Guttet-Feschel
2022-07-01;3956;w;Meichtry;37;2;Guttet-Feschel
2022-07-01;3956;w;Köppel;24;3;Guttet-Feschel
2022-07-01;3956;w;Schmidt;10;5;Guttet-Feschel
2022-07-01;3956;m;Steiner;14;4;Guttet-Feschel
2022-07-01;3957;w;Prumatt;7;5;Erschmatt/Bratsch
2022-07-01;3957;m;Meichtry;10;4;Erschmatt/Bratsch
2022-07-01;3960;w;Zufferey;218;1;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3960;w;Salamin;147;2;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3960;w;Rey;110;3;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3960;w;Antille;79;4;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3960;m;Salamin;145;2;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3960;m;Rey;82;5;Corin-de-la-Crête/Muraz (Sierre)/Sierre/Niouc/Loc
2022-07-01;3961;m;Zufferey;82;2;Chandolin/Ayer/Zinal/Grimentz/Mission/St-Luc/St-Jean VS/Vissoie
2022-07-01;3961;m;Epiney;75;3;Chandolin/Ayer/Zinal/Grimentz/Mission/St-Luc/St-Jean VS/Vissoie
2022-07-01;3961;m;Melly;67;4;Chandolin/Ayer/Zinal/Grimentz/Mission/St-Luc/St-Jean VS/Vissoie
2022-07-01;3961;m;Savioz;57;5;Chandolin/Ayer/Zinal/Grimentz/Mission/St-Luc/St-Jean VS/Vissoie
2022-07-01;3963;w;Rey;155;1;Aminona/Montana/Crans-Montana
2022-07-01;3963;w;Barras;87;3;Aminona/Montana/Crans-Montana
2022-07-01;3963;m;Emery;52;4;Aminona/Montana/Crans-Montana
2022-07-01;3963;m;Robyr;44;5;Aminona/Montana/Crans-Montana
2022-07-01;3965;w;Zufferey;54;1;Chippis
2022-07-01;3965;m;Zufferey;76;1;Chippis
2022-07-01;3965;m;Ferreira;10;4;Chippis
2022-07-01;3966;m;Perruchoud;118;1;Chalais/Réchy
2022-07-01;3966;m;Mathieu;29;4;Chalais/Réchy
2022-07-01;3966;m;Zuber;24;5;Chalais/Réchy
2022-07-01;3967;w;Perruchoud;15;1;Vercorin
2022-07-01;3967;w;Antille;10;2;Vercorin
2022-07-01;3967;w;Lambert;9;5;Vercorin
2022-07-01;3967;m;Perruchoud;20;1;Vercorin
2022-07-01;3968;m;Salamin;39;2;Veyras
2022-07-01;3968;m;Savioz;16;4;Veyras
2022-07-01;3970;w;Zumofen;20;5;Salgesch
2022-07-01;3970;m;Brunner;21;5;Salgesch
2022-07-01;3972;w;Clavien;85;1;Miège
2022-07-01;3972;w;Caloz;38;2;Miège
2022-07-01;3972;w;Zufferey;11;5;Miège
2022-07-01;3972;m;Caloz;39;2;Miège
2022-07-01;3972;m;Tschopp;18;3;Miège
2022-07-01;3972;m;Albrecht;13;4;Miège
2022-07-01;3973;w;Masserey;27;2;Venthône
2022-07-01;3973;w;Clavien;22;3;Venthône
2022-07-01;3973;w;De Preux;17;4;Venthône
2022-07-01;3973;m;Wuilloud;18;3;Venthône
2022-07-01;3974;w;Gasser;25;1;Mollens VS
2022-07-01;3974;w;Berclaz;18;2;Mollens VS
2022-07-01;3974;w;Zufferey;18;2;Mollens VS
2022-07-01;3974;w;Clavien;11;4;Mollens VS
2022-07-01;3974;m;Clavien;9;4;Mollens VS
2022-07-01;3975;w;Berclaz;21;2;Randogne
2022-07-01;3975;w;Mayor;9;4;Randogne
2022-07-01;3975;m;Clivaz;17;2;Randogne
2022-07-01;3975;m;Bonvin;15;3;Randogne
2022-07-01;3975;m;Métrailler;10;4;Randogne
2022-07-01;3975;m;Crettol;10;4;Randogne
2022-07-01;3976;w;Bonvin;10;2;Noës/Champzabé
2022-07-01;3976;w;Savioz;7;5;Noës/Champzabé
2022-07-01;3976;w;Rey;7;5;Noës/Champzabé
2022-07-01;3976;m;Epiney;8;3;Noës/Champzabé
2022-07-01;3977;w;Constantin;23;2;Granges VS
2022-07-01;3977;w;Salamin;23;2;Granges VS
2022-07-01;3977;w;Bagnoud;14;4;Granges VS
2022-07-01;3977;w;Germanier;13;5;Granges VS
2022-07-01;3977;m;Constantin;17;2;Granges VS
2022-07-01;3978;w;Nanchen;32;4;Flanthey
2022-07-01;3978;m;Rey;48;3;Flanthey
2022-07-01;3978;m;Lamon;17;5;Flanthey
2022-07-01;3979;w;Bruttin;56;1;Grône
2022-07-01;3979;w;Théodoloz;25;3;Grône
2022-07-01;3979;m;Ballestraz;26;2;Grône
2022-07-01;3979;m;Micheloud;19;4;Grône
2022-07-01;3982;w;Imhof;13;5;Bitsch
2022-07-01;3982;m;Kummer;26;2;Bitsch
2022-07-01;3983;w;Schmid;18;2;Filet/Greich/Bister/Goppisberg/Mörel
2022-07-01;3983;w;Walker;17;4;Filet/Greich/Bister/Goppisberg/Mörel
2022-07-01;3983;w;Berchtold;11;5;Filet/Greich/Bister/Goppisberg/Mörel
2022-07-01;3983;m;Ittig;19;4;Filet/Greich/Bister/Goppisberg/Mörel
2022-07-01;3984;w;Volken;52;1;Fieschertal/Fiesch
2022-07-01;3984;w;Wellig;21;4;Fieschertal/Fiesch
2022-07-01;3984;m;Volken;59;1;Fieschertal/Fiesch
2022-07-01;3984;m;Wellig;32;4;Fieschertal/Fiesch
2022-07-01;3985;w;Werlen;22;1;Geschinen/Münster VS
2022-07-01;3985;m;Imoberdorf;19;2;Geschinen/Münster VS
2022-07-01;3985;m;Weger;14;5;Geschinen/Münster VS
2022-07-01;3986;w;Kummer;21;1;Ried-Mörel
2022-07-01;3986;w;Walker;12;2;Ried-Mörel
2022-07-01;3986;m;Kummer;20;1;Ried-Mörel
2022-07-01;3987;w;n/a;5;5;Riederalp
2022-07-01;3987;m;Imhof;13;1;Riederalp
2022-07-01;3988;w;Imwinkelried;37;1;Ulrichen/Obergesteln
2022-07-01;3988;w;Garbely;13;4;Ulrichen/Obergesteln
2022-07-01;3988;w;Imfeld;13;4;Ulrichen/Obergesteln
2022-07-01;3989;w;Ritz;10;3;Blitzingen/Niederwald/Biel VS/Ritzingen/Selkingen
2022-07-01;3989;m;Andereggen;12;3;Blitzingen/Niederwald/Biel VS/Ritzingen/Selkingen
2022-07-01;3991;w;n/a;5;2;Betten
2022-07-01;3992;w;Eyholzer;23;2;Bettmeralp
2022-07-01;3992;w;Franzen;10;4;Bettmeralp
2022-07-01;3992;w;Mattig;10;4;Bettmeralp
2022-07-01;3992;m;Franzen;19;3;Bettmeralp
2022-07-01;3992;m;Margelisch;16;4;Bettmeralp
2022-07-01;3993;w;Schalbetter;26;1;Grengiols
2022-07-01;3993;w;Imhof;15;2;Grengiols
2022-07-01;3993;m;Imhof;16;2;Grengiols
2022-07-01;3993;m;Heinen;16;2;Grengiols
2022-07-01;3994;w;Imhasly;19;1;Lax/Martisberg
2022-07-01;3994;w;Imhof;16;2;Lax/Martisberg
2022-07-01;3994;w;Bodenmann;9;3;Lax/Martisberg
2022-07-01;3994;w;n/a;5;4;Lax/Martisberg
2022-07-01;3994;m;Imhof;20;1;Lax/Martisberg
2022-07-01;3994;m;Imhasly;15;2;Lax/Martisberg
2022-07-01;3994;m;Bodenmann;13;3;Lax/Martisberg
2022-07-01;3995;m;Imhof;21;2;Ausserbinn/Ernen/Mühlebach (Goms)/Steinhaus
2022-07-01;3996;w;Imhof;14;1;Binn
2022-07-01;3996;w;Tenisch;8;2;Binn
2022-07-01;3996;w;Bieri;6;4;Binn
2022-07-01;3996;m;Tenisch;13;2;Binn
2022-07-01;3996;m;Walpen;6;5;Binn
2022-07-01;3997;w;Wyden;9;3;Bellwald
2022-07-01;3997;w;Holzer;9;3;Bellwald
2022-07-01;3997;m;Bittel;15;1;Bellwald
2022-07-01;3997;m;Wenger;12;3;Bellwald
2022-07-01;3997;m;Holzer;9;5;Bellwald
2022-07-01;3998;w;Simeon;14;4;Reckingen VS/Gluringen
2022-07-01;3998;m;Walpen;29;1;Reckingen VS/Gluringen
2022-07-01;3999;w;Zumoberhaus;11;3;Oberwald
2022-07-01;3999;w;n/a;4;5;Oberwald
2022-07-01;3999;m;Kreuzer;21;2;Oberwald
2022-07-01;3999;m;Zumoberhaus;10;3;Oberwald
2022-07-01;3999;m;Burch;10;3;Oberwald
2022-07-01;4001;w;n/a;4;4;Basel
2022-07-01;4001;m;Meyer;7;2;Basel
2022-07-01;4001;m;Rudin;7;2;Basel
2022-07-01;4051;w;Müller;44;1;Basel
2022-07-01;4051;w;Schmid;27;3;Basel
2022-07-01;4051;m;Meyer;34;4;Basel
2022-07-01;4052;w;Schmid;45;2;Basel
2022-07-01;4052;w;Schneider;43;4;Basel
2022-07-01;4052;m;Meyer;56;2;Basel
2022-07-01;4052;m;Meier;51;3;Basel
2022-07-01;4052;m;Keller;38;4;Basel
2022-07-01;4052;m;Schmid;36;5;Basel
2022-07-01;4053;w;Meyer;34;4;Basel
2022-07-01;4053;m;Schneider;34;4;Basel
2022-07-01;4054;w;Müller;81;1;Basel
2022-07-01;4054;m;Müller;74;1;Basel
2022-07-01;4054;m;Schmid;41;5;Basel
2022-07-01;4055;w;Müller;87;1;Basel
2022-07-01;4055;m;Meier;42;4;Basel
2022-07-01;4056;w;Meier;40;2;Basel
2022-07-01;4056;w;Meyer;31;4;Basel
2022-07-01;4056;m;Weber;35;2;Basel
2022-07-01;4056;m;Keller;34;3;Basel
2022-07-01;4056;m;Meyer;31;4;Basel
2022-07-01;4057;w;Müller;79;1;Basel
2022-07-01;4057;w;Meyer;46;2;Basel
2022-07-01;4057;w;Keller;43;3;Basel
2022-07-01;4057;w;Schneider;37;5;Basel
2022-07-01;4057;m;Schmid;43;2;Basel
2022-07-01;4057;m;Meyer;34;4;Basel
2022-07-01;4058;w;Fischer;45;4;Basel
2022-07-01;4058;w;Meyer;44;5;Basel
2022-07-01;4058;m;Meier;65;2;Basel
2022-07-01;4059;w;Meier;16;4;Basel
2022-07-01;4059;m;Müller;34;1;Basel
2022-07-01;4059;m;Schmid;17;3;Basel
2022-07-01;4102;w;Roth;34;4;Binningen
2022-07-01;4102;m;Müller;75;1;Binningen
2022-07-01;4102;m;Meyer;44;2;Binningen
2022-07-01;4103;w;Müller;44;1;Bottmingen
2022-07-01;4103;w;Schneider;14;5;Bottmingen
2022-07-01;4103;m;Schweighauser;14;5;Bottmingen
2022-07-01;4103;m;Brunner;14;5;Bottmingen
2022-07-01;4104;w;Müller;47;1;Oberwil BL
2022-07-01;4104;w;Meier;30;2;Oberwil BL
2022-07-01;4104;w;Degen;25;3;Oberwil BL
2022-07-01;4104;w;Meyer;25;3;Oberwil BL
2022-07-01;4105;w;Meier;16;4;Biel-Benken BL
2022-07-01;4105;m;Kleiber;48;1;Biel-Benken BL
2022-07-01;4105;m;Leu;22;2;Biel-Benken BL
2022-07-01;4106;w;Gschwind;76;1;Therwil
2022-07-01;4106;w;Meier;53;2;Therwil
2022-07-01;4106;w;Meyer;40;5;Therwil
2022-07-01;4106;m;Müller;53;2;Therwil
2022-07-01;4107;w;Schaub;39;4;Ettingen
2022-07-01;4107;m;Thüring;72;1;Ettingen
2022-07-01;4107;m;Stöcklin;64;2;Ettingen
2022-07-01;4107;m;Meier;29;4;Ettingen
2022-07-01;4107;m;Müller;24;5;Ettingen
2022-07-01;4108;m;Meyer;9;2;Witterswil
2022-07-01;4108;m;Baumann;8;3;Witterswil
2022-07-01;4108;m;Leu;8;3;Witterswil
2022-07-01;4112;w;Müller;17;1;Flüh/Bättwil
2022-07-01;4112;w;Ademaj;11;2;Flüh/Bättwil
2022-07-01;4112;w;Doppler;9;4;Flüh/Bättwil
2022-07-01;4114;w;Schwyzer;19;4;Hofstetten SO
2022-07-01;4114;w;Hermann;14;5;Hofstetten SO
2022-07-01;4114;m;Gschwind;38;1;Hofstetten SO
2022-07-01;4114;m;Stöckli;28;2;Hofstetten SO
2022-07-01;4114;m;Schumacher;17;5;Hofstetten SO
2022-07-01;4116;w;Probst;9;4;Metzerlen
2022-07-01;4116;w;Erb;9;4;Metzerlen
2022-07-01;4116;w;Schaffter;9;4;Metzerlen
2022-07-01;4116;w;Wetzel;9;4;Metzerlen
2022-07-01;4116;m;Meier;37;1;Metzerlen
2022-07-01;4116;m;Renz;15;3;Metzerlen
2022-07-01;4116;m;Oser;10;4;Metzerlen
2022-07-01;4117;w;Meier;8;1;Burg im Leimental
2022-07-01;4117;w;n/a;4;3;Burg im Leimental
2022-07-01;4117;m;Meier;9;1;Burg im Leimental
2022-07-01;4117;m;Ackermann;7;2;Burg im Leimental
2022-07-01;4117;m;Geyer;6;3;Burg im Leimental
2022-07-01;4118;m;Meier;14;1;Rodersdorf
2022-07-01;4118;m;Hauser;9;5;Rodersdorf
2022-07-01;4118;m;Göldi;9;5;Rodersdorf
2022-07-01;4123;w;Vogt;65;2;Allschwil
2022-07-01;4124;w;Bubendorf;9;2;Schönenbuch
2022-07-01;4124;w;Simon;8;5;Schönenbuch
2022-07-01;4124;m;Oser;13;2;Schönenbuch
2022-07-01;4124;m;Bubendorf;12;3;Schönenbuch
2022-07-01;4125;w;Keller;41;5;Riehen
2022-07-01;4125;m;Müller;130;1;Riehen
2022-07-01;4125;m;Fischer;51;2;Riehen
2022-07-01;4125;m;Schmid;50;3;Riehen
2022-07-01;4125;m;Kaufmann;49;4;Riehen
2022-07-01;4126;w;Müller;7;1;Bettingen
2022-07-01;4126;w;Scherrer;6;3;Bettingen
2022-07-01;4126;w;Brunner;6;3;Bettingen
2022-07-01;4126;m;Müller;8;1;Bettingen
2022-07-01;4126;m;Wagner;6;3;Bettingen
2022-07-01;4126;m;Gysel;6;3;Bettingen
2022-07-01;4127;w;Müller;26;1;Birsfelden
2022-07-01;4127;w;Meier;24;2;Birsfelden
2022-07-01;4127;w;Meyer;23;4;Birsfelden
2022-07-01;4127;m;Meier;26;2;Birsfelden
2022-07-01;4127;m;Kaya;20;4;Birsfelden
2022-07-01;4132;w;Müller;79;1;Muttenz
2022-07-01;4132;w;Meyer;62;2;Muttenz
2022-07-01;4132;w;Schmid;59;3;Muttenz
2022-07-01;4132;m;Meyer;62;3;Muttenz
2022-07-01;4132;m;Weber;57;4;Muttenz
2022-07-01;4133;w;Müller;42;2;Pratteln
2022-07-01;4133;w;Demir;40;3;Pratteln
2022-07-01;4133;w;Meier;36;5;Pratteln
2022-07-01;4133;m;Meyer;36;5;Pratteln
2022-07-01;4142;w;Meier;29;3;Münchenstein
2022-07-01;4142;w;Schmid;26;4;Münchenstein
2022-07-01;4142;m;Müller;66;1;Münchenstein
2022-07-01;4142;m;Meier;40;2;Münchenstein
2022-07-01;4143;w;Meyer;16;4;Dornach
2022-07-01;4143;w;Hartmann;14;5;Dornach
2022-07-01;4143;m;Müller;28;1;Dornach
2022-07-01;4144;w;Huber;17;4;Arlesheim
2022-07-01;4144;m;Meier;43;1;Arlesheim
2022-07-01;4144;m;Kunz;19;3;Arlesheim
2022-07-01;4144;m;Huber;18;4;Arlesheim
2022-07-01;4145;w;Hettich;6;5;Gempen
2022-07-01;4145;m;Vögtli;13;3;Gempen
2022-07-01;4145;m;Niederberger;7;4;Gempen
2022-07-01;4145;m;Berger;6;5;Gempen
2022-07-01;4145;m;Pfister;6;5;Gempen
2022-07-01;4145;m;Martin;6;5;Gempen
2022-07-01;4145;m;Thiller;6;5;Gempen
2022-07-01;4146;w;Vögtli;61;1;Hochwald
2022-07-01;4146;m;Vögtli;54;1;Hochwald
2022-07-01;4146;m;Schäfer;18;2;Hochwald
2022-07-01;4146;m;Voegtli;12;4;Hochwald
2022-07-01;4147;w;Meier;35;4;Aesch BL
2022-07-01;4147;m;Häring;42;3;Aesch BL
2022-07-01;4148;w;Schneider;21;2;Pfeffingen
2022-07-01;4148;m;Kaiser;18;1;Pfeffingen
2022-07-01;4148;m;Schneider;15;4;Pfeffingen
2022-07-01;4153;w;Müller;79;1;Reinach BL
2022-07-01;4153;w;Meyer;63;2;Reinach BL
2022-07-01;4153;w;Meier;50;4;Reinach BL
2022-07-01;4153;m;Meier;54;3;Reinach BL
2022-07-01;4153;m;Schneider;41;4;Reinach BL
2022-07-01;4202;w;Locher;7;5;Duggingen
2022-07-01;4202;m;Hofner;8;4;Duggingen
2022-07-01;4202;m;Al Shreedeh;6;5;Duggingen
2022-07-01;4203;w;Hänggi;10;2;Grellingen
2022-07-01;4203;w;Bloch;7;5;Grellingen
2022-07-01;4203;m;Meyer;11;3;Grellingen
2022-07-01;4203;m;Erbsmehl;10;4;Grellingen
2022-07-01;4204;w;Kilcher;8;4;Himmelried
2022-07-01;4204;m;Meier;10;4;Himmelried
2022-07-01;4204;m;Vögtli;10;4;Himmelried
2022-07-01;4206;m;Kohler;22;3;Seewen SO
2022-07-01;4206;m;Meier;15;4;Seewen SO
2022-07-01;4207;w;Sasse;6;5;Bretzwil
2022-07-01;4207;m;Sutter;11;1;Bretzwil
2022-07-01;4207;m;Sahin;9;2;Bretzwil
2022-07-01;4207;m;Amport;8;5;Bretzwil
2022-07-01;4208;w;Hänggi;119;1;Nunningen
2022-07-01;4208;w;Gasser;41;3;Nunningen
2022-07-01;4208;m;Altermatt;26;5;Nunningen
2022-07-01;4222;w;Scherrer;22;1;Zwingen
2022-07-01;4222;w;Müller;16;3;Zwingen
2022-07-01;4222;w;Cueni;13;5;Zwingen
2022-07-01;4222;w;Schmidlin;13;5;Zwingen
2022-07-01;4222;m;Jermann;17;3;Zwingen
2022-07-01;4222;m;Müller;17;3;Zwingen
2022-07-01;4223;w;Cueni;12;3;Blauen
2022-07-01;4223;w;Schneider;7;4;Blauen
2022-07-01;4224;w;Schneider;11;2;Nenzlingen
2022-07-01;4224;m;Bohrer;16;1;Nenzlingen
2022-07-01;4225;w;Bieli;20;3;Brislach
2022-07-01;4226;w;Marti;24;5;Breitenbach
2022-07-01;4226;m;Borer;76;1;Breitenbach
2022-07-01;4226;m;Wyss;32;2;Breitenbach
2022-07-01;4226;m;Marti;22;5;Breitenbach
2022-07-01;4227;w;Borer;61;2;Büsserach
2022-07-01;4227;w;Christ;28;5;Büsserach
2022-07-01;4227;m;Saner;39;3;Büsserach
2022-07-01;4227;m;Meier;28;4;Büsserach
2022-07-01;4227;m;Linz;27;5;Büsserach
2022-07-01;4228;w;Allemann;11;4;Erschwil
2022-07-01;4228;w;Wohlgemuth;10;5;Erschwil
2022-07-01;4228;m;Grolimund;14;3;Erschwil
2022-07-01;4228;m;Fringeli;13;4;Erschwil
2022-07-01;4229;w;Grolimund;7;2;Beinwil SO
2022-07-01;4229;w;n/a;5;5;Beinwil SO
2022-07-01;4229;m;Roth;11;1;Beinwil SO
2022-07-01;4229;m;Bieli;8;2;Beinwil SO
2022-07-01;4229;m;Christ;6;5;Beinwil SO
2022-07-01;4232;w;Hänggi;24;2;Fehren
2022-07-01;4232;w;Christ;7;4;Fehren
2022-07-01;4232;m;Hofer;34;1;Fehren
2022-07-01;4232;m;Hänggi;22;2;Fehren
2022-07-01;4232;m;Ackermann;7;5;Fehren
2022-07-01;4233;w;Borer;8;4;Meltingen
2022-07-01;4233;m;Hänggi;51;2;Meltingen
2022-07-01;4233;m;Spaar;18;3;Meltingen
2022-07-01;4234;w;Hänggi;22;1;Zullwil
2022-07-01;4234;w;Stebler;19;2;Zullwil
2022-07-01;4234;w;Altermatt;9;4;Zullwil
2022-07-01;4234;m;Hänggi;31;1;Zullwil
2022-07-01;4234;m;Häner;22;2;Zullwil
2022-07-01;4242;w;Cueni;36;2;Laufen
2022-07-01;4243;w;Schmidlin;43;1;Dittingen
2022-07-01;4243;w;Jermann;39;2;Dittingen
2022-07-01;4243;w;Christ;6;5;Dittingen
2022-07-01;4243;m;Jermann;32;2;Dittingen
2022-07-01;4243;m;Cueni;12;3;Dittingen
2022-07-01;4243;m;Borer;9;4;Dittingen
2022-07-01;4244;w;Schnell;60;1;Röschenz
2022-07-01;4244;m;Borer;30;3;Röschenz
2022-07-01;4245;w;Dreier;32;3;Kleinlützel
2022-07-01;4245;m;Dreier;38;1;Kleinlützel
2022-07-01;4245;m;Stich;38;1;Kleinlützel
2022-07-01;4245;m;Meier;24;4;Kleinlützel
2022-07-01;4246;w;Neyerlin;41;2;Wahlen b. Laufen
2022-07-01;4246;m;Neyerlin;33;3;Wahlen b. Laufen
2022-07-01;4246;m;Steg;12;4;Wahlen b. Laufen
2022-07-01;4246;m;Hänggi;12;4;Wahlen b. Laufen
2022-07-01;4247;w;Borer;51;1;Grindel
2022-07-01;4247;w;Stegmüller;6;5;Grindel
2022-07-01;4247;m;Henz;20;3;Grindel
2022-07-01;4247;m;Studer;7;5;Grindel
2022-07-01;4247;m;Steiner;7;5;Grindel
2022-07-01;4252;w;Henz;44;1;Bärschwil
2022-07-01;4252;w;Meier;11;5;Bärschwil
2022-07-01;4252;m;Meier;17;5;Bärschwil
2022-07-01;4253;w;Schwyzer;6;2;Liesberg
2022-07-01;4253;w;Kohler;6;2;Liesberg
2022-07-01;4253;m;Kohler;7;3;Liesberg
2022-07-01;4253;m;Franz;6;5;Liesberg
2022-07-01;4254;w;Steiner;43;1;Liesberg Dorf
2022-07-01;4254;w;Grun;12;2;Liesberg Dorf
2022-07-01;4254;w;Kohler;10;4;Liesberg Dorf
2022-07-01;4254;w;Franz;9;5;Liesberg Dorf
2022-07-01;4254;w;Nussbaumer;9;5;Liesberg Dorf
2022-07-01;4254;m;Steiner;49;1;Liesberg Dorf
2022-07-01;4254;m;Kohler;17;2;Liesberg Dorf
2022-07-01;4254;m;Flück;13;3;Liesberg Dorf
2022-07-01;4254;m;Borer;11;4;Liesberg Dorf
2022-07-01;4302;w;Moritz;10;3;Augst BL
2022-07-01;4302;m;Berger;11;1;Augst BL
2022-07-01;4302;m;Baumgartner;8;2;Augst BL
2022-07-01;4302;m;Wyttenbach;8;2;Augst BL
2022-07-01;4302;m;Kastrati;6;4;Augst BL
2022-07-01;4302;m;Schüpbach;6;4;Augst BL
2022-07-01;4302;m;Langel;6;4;Augst BL
2022-07-01;4302;m;Moritz;6;4;Augst BL
2022-07-01;4302;m;Seibt;6;4;Augst BL
2022-07-01;4303;w;Schmid;37;1;Kaiseraugst
2022-07-01;4303;w;Müller;27;2;Kaiseraugst
2022-07-01;4303;m;Schmid;39;1;Kaiseraugst
2022-07-01;4304;w;n/a;5;4;Giebenach
2022-07-01;4304;m;Widmer;8;1;Giebenach
2022-07-01;4304;m;Iskender;6;5;Giebenach
2022-07-01;4305;w;Müller;9;2;Olsberg
2022-07-01;4305;w;n/a;4;3;Olsberg
2022-07-01;4305;m;Bürgi;14;1;Olsberg
2022-07-01;4305;m;Haumüller;6;4;Olsberg
2022-07-01;4310;w;Meyer;26;4;Rheinfelden
2022-07-01;4310;w;Keller;25;5;Rheinfelden
2022-07-01;4310;m;Schneider;35;4;Rheinfelden
2022-07-01;4310;m;Keller;28;5;Rheinfelden
2022-07-01;4312;w;Dillier;22;3;Magden
2022-07-01;4312;w;Müller;21;4;Magden
2022-07-01;4313;w;Waldmeier;49;4;Möhlin
2022-07-01;4313;m;Müller;86;1;Möhlin
2022-07-01;4313;m;Mahrer;83;2;Möhlin
2022-07-01;4314;w;Brogli;34;2;Zeiningen
2022-07-01;4314;w;Wunderlin;26;3;Zeiningen
2022-07-01;4314;w;Hasler;13;4;Zeiningen
